"!наз. од.","рід","клич.","род. одн.","дав. одн.","знах. одн.","оруд. одн.","місц. одн."
"Ексендер","M","Ексендере","Ексендера","Ексендеру","Ексендера","Ексендером","Ексендерові"
"Екубжон","M","Екубжоне","Екубжона","Екубжону","Екубжона","Екубжоном","Екубжонові"
"Елада","F","Еладо","Елади","Еладі","Елади","Еладою","Еладі"
"Еламін","M","Еламіне","Еламіна","Еламіну","Еламіна","Еламіном","Еламінові"
"Елвіс","M","Елвісе","Елвіса","Елвісу","Елвіса","Елвісом","Елвісові"
"Елдарі","M","Елдарі","Елдарі","Елдарі","Елдарі","Елдарі","Елдарі"
"Елдері","F","Елдеріє","Елдерії","Елдерії","Елдерії","Елдерією","Елдерії"
"Елевтерія","F","Елевтеріє","Елевтерії","Елевтерії","Елевтерії","Елевтерією","Елевтерії"
"Електра","F","Електре","Електри","Електрі","Електри","Електрою","Електрі"
"Елемір","M","Елеміре","Елеміра","Елеміру","Елеміра","Елеміром","Елемірі"
"Елеонора","F","Елеоноро","Елеонори","Елеонорі","Елеонори","Елеонорою","Елеонорі"
"Елер","M","","","","","",""
"Елехан","M","","","","","",""
"Елла","F","Елло","Елли","Еллі","Елли","Еллою","Еллі"
"Еллан","M","Еллане","Еллана","Еллану","Еллана","Елланом","Елланові"
"Елтіфат","M","","","","","",""
"Ель","M","","","","","",""
"Ельбрус","M","Ельбрусе","Ельбруса","Ельбрусу","Ельбруса","Ельбрусом","Ельбрусові"
"Ельвіз","M","Ельвізе","Ельвіза","Ельвізу","Ельвіза","Ельвізом","Ельвізові"
"Ельвіза","F","Ельвізо","Ельвізи","Ельвізі","Ельвізу","Ельвізою","Ельвізі"
"Ельвін","M","Ельвіне","Ельвіна","Ельвіну","Ельвіна","Ельвіном","Ельвінові"
"Ельвіна","F","Ельвіне","Ельвіни","Ельвіні","Ельвіни","Ельвіною","Ельвіні"
"Ельвір","M","","","","","",""
"Ельвіра","F","Ельвіро","Ельвіри","Ельвірі","Ельвіри","Ельвірою","Ельвірі"
"Ельгам","M","Ельгаме","Ельгама","Ельгаму","Ельгама","Ельгамом","Ельгамові"
"Ельдар","M","Ельдаре","Ельдара","Ельдару","Ельдара","Ельдаром","Ельдарі"
"Ельза","F","Ельзо","Ельзи","Ельзі","Ельзи","Ельзою","Ельзі"
"Ельзара","F","Ельзаре","Ельзари","Ельзарі","Ельзари","Ельзарою","Ельзарі"
"Ельмаз","F","Ельмаз","Ельмаз","Ельмаз","Ельмаз","Ельмаз","Ельмаз"
"Ельман","M","","","","","",""
"Ельмар","M","Ельмаре","Ельмара","Ельмару","Ельмара","Ельмаром","Ельмарові"
"Ельмур","M","Ельмуре","Ельмура","Ельмуру","Ельмура","Ельмуром","Ельмурові"
"Ельмі","M","","","","","",""
"Ельміра","F","Ельміро","Ельміри","Ельмірі","Ельміри","Ельмірою","Ельмірі"
"Ельнар","M","Ельнаре","Ельнара","Ельнару","Ельнара","Ельнаром","Ельнарові"
"Ельнара","F","Ельнаре","Ельнари","Ельнарі","Ельнари","Ельнарою","Ельнарі"
"Ельсевера","F","Ельсевере","Ельсевери","Ельсевері","Ельсевери","Ельсеверою","Ельсевері"
"Ельхам","F","Ельхаме","Ельхами","Ельхамі","Ельхами","Ельхамою","Ельхамі"
"Ельхан","M","Ельхане","Ельхана","Ельхану","Ельхана","Ельханом","Ельханові"
"Ельчин","M","Ельчине","Ельчина","Ельчину","Ельчина","Ельчином","Ельчині"
"Ельшан","M","Ельшане","Ельшана","Ельшану","Ельшана","Ельшаном","Ельшанові"
"Еляна","F","Еляно","Еляни","Еляні","Еляни","Еляною","Еляні"
"Елі","M","","","","","",""
"Еліад","M","","","","","",""
"Еліана","F","Еліане","Еліани","Еліані","Еліани","Еліаною","Еліані"
"Еліанд","M","Еліанде","Еліанда","Еліанду","Еліанда","Еліандом","Еліандові"
"Еліз Огли","M","","","","","",""
"Еліза","F","Елізе","Елізи","Елізі","Елізи","Елізою","Елізі"
"Елізабет","F","Елізабете","Елізабети","Елізабеті","Елізабети","Елізабетою","Елізабеті"
"Елізар","M","Елізаре","Елізара","Елізару","Елізара","Елізаром","Елізарові"
"Елізбар","M","","","","","",""
"Елій","M","Еліє","Елії","Елії","Елії","Елією","Елії"
"Елікс","M","","","","","",""
"Елім","M","","","","","",""
"Елімдар","M","Елімдаре","Елімдара","Елімдару","Елімдара","Елімдаром","Елімдарові"
"Елімдяр","M","","","","","",""
"Еліна","F","Еліно","Еліни","Еліні","Еліни","Еліною","Еліні"
"Еліс","F","Еліс","Еліс","Еліс","Еліс","Еліс","Еліс"
"Еліса","F","Елісе","Еліси","Елісі","Еліси","Елісею","Еліссі"
"Еліта","F","Еліте","Еліти","Еліті","Еліти","Елітою","Еліті"
"Емануела","F","Емануеле","Емануели","Емануелі","Емануели","Емануелою","Емануелі"
"Емануіл","M","Емануіле","Емануіла","Емануілу","Емануіла","Емануілом","Емануілові"
"Емануїл","M","","","","","",""
"Емер","M","Емере","Емера","Емеру","Емера","Емером","Емерові"
"Емеріх","M","Емеріше","Емеріха","Емеріху","Емеріха","Емеріхом","Емерісі"
"Емзар","M","Емзаре","Емзара","Емзару","Емзара","Емзаром","Емзарові"
"Емирік","M","","","","","",""
"Емма","F","Еммо","Емми","Еммі","Емми","Еммою","Еммі"
"Еммануїл","M","","","","","",""
"Еміл","M","","","","","",""
"Еміль","M","Емілю","Еміля","Емілю","Еміля","Емілем","Емілі"
"Емілія","F","Еміліє","Емілії","Емілії","Емілію","Емілією","Емілії"
"Емін","M","Еміне","Еміна","Еміну","Еміна","Еміном","Емінові"
"Еміна","F","Еміне","Еміни","Еміні","Еміни","Еміною","Еміні"
"Еміне","F","Еміне","Еміни","Еміні","Еміни","Еміною","Емінні"
